id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
37212965,源代码,"比尔·盖茨是当代富有影响力、引领变革的商业领袖和慈善家。这本书讲述的便是他的成长故事。
比尔·盖茨在商业领域创造的辉煌早已广为人知。20岁的他离开哈佛大学，创办了一家日后成为行业巨头的软件公司，改变了整个世界的工作与生活方式。这位亿万富翁随即将注意力转向慈善事业，致力于应对气候变化、全球健康和美国教育领域的重重挑战。
这本书并不是比尔·盖茨对微软公司光辉岁月的追忆，也无关盖茨基金会的诞生或技术的未来。这是一个传递着人性温度的个人故事，你将从中看到比尔·盖茨如何成长为今天的他，了解他在童年及青少年时期的激情与志向。
出现在这个故事中的，有他严于律己的外祖母和胸怀大志的父母，有他最初的深厚友情和挚友的遽然离世，有他试图融入周遭社会的苦苦挣扎，有他在一个新时代即将到来时对代码和计算机世界的奇妙发现，也有他从少年时便开始的对人生之路的探索与追寻。走在这条路上的他，曾经半夜三更溜出家门，跑到附近的计算机中心，后来，在大学宿舍里，他引燃了即将改变世界的科技革命的导火线。
在这本书中，比尔·盖茨第一次以充满智慧和温情的笔触，坦率地将自己的故事和盘托出，将其精彩绝伦的生活淋漓尽致地展现在了读者眼前。",https://dou.img.lithub.cc/book/37212965.jpg,2025-1,https://book.douban.com/subject/37212965/,8.9,,2,不有趣啊,,2025-08-12 08:42:51,[美] 比尔·盖茨 / 2025 / 中信出版社
36357053,芯片简史,"一本聚焦热门话题、热门行业的实力之作，完整呈现芯片发明和发展的60多年历程。
全书完整呈现了芯片发明与发展的历程，从支撑芯片产业发展的量子力学讲起，逐渐发展到半导体物理学，进而催生了半导体器件，这些器件又由简到繁，像一颗发芽的种子，演化出了双ji型晶体管、MOS场效晶体管、光电二ji管等，并由此集成构造出了模拟芯片（通信和传感器芯片等）、数字芯片（CPU、存储器、FPGA等）和光电芯片等。蕞后，本书还展示了芯片设计方法和制造方法由手工到自动的发展过程，并指出了芯片未来面对的挑战和可能的解决路径。可以说，了解芯片，有这一本书就够了。
芯片的发展史，就是一部创新史与叛逆史——详细讲述一群叛逆者突破传统、不断创新的故事。
作者以芯片诞生和发展为主线，将散落在世界各地的实验室、杂志、书籍或新闻报道的庞杂信息重新组织、编排，在力求准确、科学的前提下，写作了这样一本综合性作品，使得我们透过“芯片简史”这四个字，深入了解那些散落在历史深处的芯片发/明者的个人世界，体验他们在发/明中所经历的种种困苦与喜悦、磨难与幸福，与他们一起重走芯片发明之路，看他们如何突破科学研究中的困难与现实世界的阻碍，做出一项项改变甚至颠覆世界面貌的发明和创新。
一部跨越专业人士与大众藩篱的科技创新史，了解芯片发展历程以及看清未来发展趋势的绝佳商业图书。
芯片构成了现代社会正常运转的核心控制单元，影响范围涉及国家安全、商业、政治、文化等方面，没有芯片，我们现在所拥有的一切都无从谈起。为了使大众能够更加容易、更加清晰地了解芯片，本书作者在写作时做了以下努力：一是高度还原创新的历史过程，展现曾经盛行的观念和技术，以及新的技术是如何萌芽并与之斗争和蕞终突破的。二是突出作为创新者的个体，将历史的聚光灯打在实验台前的科学家和工程师身上，展现他们内心的渴望、追求、困顿、嫉妒和欣喜。三是将发明一刹那的火花清晰呈现出来。虽然知识的“剂量”被压缩，却足以激发读者智识上的兴趣，全书叙述上的惊险程度不逊于一部小说。",https://dou.img.lithub.cc/book/36357053.jpg,2023-4,https://book.douban.com/subject/36357053/,8.9,,5,另一部群星闪耀时,,2025-08-05 20:00:30,汪波 / 2023 / 浙江教育出版社
35174681,一往无前,"10岁的小米，给世界讲了一个怎样的故事？
这是关于一群人的故事。这10年是雷军作为创业者升级蜕变的10年，是小米数万员工一往无前的10年，也是跟随小米一路走来的一代人的黄金10年。他们坚持梦想、无所畏惧，哪怕被质疑、被嘲笑，也要毅然站上全球竞争最激烈的舞台。
这是关于一家公司的故事。成立4年估值突破450亿美元成为超级独角兽、仅用3年时间拿下中国智能手机市场份额第一宝座、创业9年成为最年轻的全球500强公司、创立不足10年营收入已破2000亿……小米独特的商业模式历经时间考验，不断缔造成长奇迹。
这也是关于一个时代的故事。是在风投系统逐渐成熟、移动互联网全面崛起、产业正在像素级追赶以及消费升级时代来临时，一个国家如何成就创新者的故事。
知名财经作家范海涛与雷军多次会面详谈，并采访了小米初创团队及高管、员工在内等100余位人士，用客观平和的视角，记录了小米创业路上的高光尽欢与低谷沮丧，梳理了独特的管理经验和商业逻辑，真实还原一碗小米粥到世界500强的全历程。",https://dou.img.lithub.cc/book/35174681.jpg,2020-8,https://book.douban.com/subject/35174681/,8,,3,更好奇 oppo 和 vivo 如何翻身,,2025-07-23 16:31:47,范海涛 / 2020 / 中信出版集团
35548280,认知驱动,"成长的根本是：创造价值、做成事情。从“习惯养成”到“技能培养”，从“对内输入”到“对外输出”，从成为“更好的人”到成为“更有价值的人”，这些刻意的转变会让我们走出焦虑的怪圈。
做到，是最高等级的成长。一个人最终的成长也是通过主动做成一件对他人很有用的事来实现的。但现实生活中，很多人虽然内心强烈希望变好，行动也非常努力，却始终无法做成事情，这背后的原因通常是因为缺少价值意识、输出意识、创造意识、作品意识、利他意识……
本书将通过“做成一件事”的心法和技法两部分内容，和大家一起探索如何通过创造个人价值来获取人生的成就、幸福和意义。
单纯依靠意志力的努力往往是盲目的，所以人们会反反复复地起念，又反反复复的失败。只有当一个人彻底了解了做成一件事的来龙去脉、看清事情本质后，才能彻底走出反复尝试却劳而无功的困境。
学会用认知来驱动自己，我们就能更好地到达成长的彼岸——做成一件对他人很有用的事，成为一个有价值的人。
这本书能帮助我们更好地看清自己，破除某些认知上的藩篱，为如何更好地行动指明方向。——采铜，心理学博士，畅销书《精进》系列作者
《认知驱动》这本书不仅对影响个人成长的重要概念都进行了深入的讨论，还做到了通俗易懂接地气，可谓深入浅出。希望通过这本书，影响更多人投入到为世界创造和贡献的生活中。——《好好学习》《好好思考》作者 成甲
很多人都想要快速成长，因此过分关注自我、看重自身的利益。而真正能让一个人持续进步的方式是做到成人达己。在帮助别人的过程，我们才会有大视野，正反馈，以及自豪感，这些才是进步的根源。
——卫蓝  《反本能》《暗理性》作者
《认知驱动》这本书揭示了学习方法上的一个最大精髓：输出驱动。只有关注输出，关注你输出的价值，你的学习才是真正有效的，你的认知才会有真正的提高。
——《思维力》《学习力》作者、YouCore创始人  王世民
个体成长到高级阶段就一定会去寻找人生目标和探索人生使命，这是逻辑上的必然，也是终身成长者的必经之路，而周岭的《认知驱动》描述的就是这条路。书中的“价值”“利他”“身份建设”等概念也是我在“美好人生培训”上的主张，它们都是自我实现的基石，如果你也想创造自己的美好人生，那这本书一定会让迷茫的你豁然开朗。
——一稼  《美好人生运营指南》作者、公众号“一稼”创始人",https://dou.img.lithub.cc/book/35548280.jpg,2021-10,https://book.douban.com/subject/35548280/,7.9,,4,,,2025-07-12 20:50:41,周岭 / 2021 / 人民邮电出版社
36906244,认知觉醒（百万册精装纪念版）,"人有两次生命，一次是出生，一次是觉醒。
百万畅销书《认知觉醒》精装纪念版，用7大底层概念，20个成长关键词，助你彻底走出焦虑与迷茫。
当你认知觉醒，何惧焦虑迷茫。
◆ 内容简介 ◆
想变好，却总是缺乏耐心、急于求成？
想勤奋，却总是心生惰性、自我消耗？
想努力，却总是比拼毅力、苦苦支撑？
想精进，却总是弯路不断、迷茫无助？
若你位列其中，这本书可助你摆脱困境。
阅读本书，你将通过大脑构造、潜意识、元认知等思维规律看清自己，了解认知世界里的基础设施；从刻意练习、深度学习、关联、反馈等事物规律中看清世界，提升自控力、专注力、学习力、行动力和情绪力等。从此豁然开朗，内化出真正的认知驱动力。
只有洞悉底层的内在规律，
我们才能真正开启自我改变的原动力。
◆  编辑推荐 ◆
◎ 百万册精装纪念版！
2024年初，《认知觉醒》已发行超百万册。本书是精装版，硬壳、圆脊、双封、锁线装。且有两条飘逸红蓝飘带，可当书签使。
◎ 附赠小册子：《大脑觉醒手册》，精美四色印刷！
提炼了大脑七大特性，提升七大策略，帮读者减轻认知负担，即使不重读原书，也能通过附赠小册子快速回想要点，提纲挈领地拎起整本书的框架和精髓。
◎ 内文修订150多处，目录及篇章页版式更为精美！
作者对本书做了 150 多处的修订和完善。
目录及篇章页版式重新设计。",https://dou.img.lithub.cc/book/36906244.jpg,2024-7,https://book.douban.com/subject/36906244/,8.4,,5,,,2025-05-04 13:26:22,周岭 / 2024 / 人民邮电出版社
37142217,黄仁勋：英伟达之芯,"本书不仅是一部科技企业家的传记，更是一部关于如何在全球科技舞台上取得成功的范本。跨越30年的科技发展历程，我们可以看到人工智能技术是如何发展的，人工智能将会如何影响到我们每一个人，技术发展的速度和进展是怎么样的。在这场技术的发展过程中，英伟达是一个缩影。
通过对技术发展历程的洞察，我们将更清晰的看到未来，企业家可以了解到科技行业的复杂性，以及如何在快速变化的市场中保持领先。这本书适合所有对科技、创新和企业家精神感兴趣的读者，无论你是相关行业的专业人士，还是对其充满好奇的普通读者，都能从黄仁勋的故事中获得启发和动力。",https://dou.img.lithub.cc/book/37142217.jpg,2024-12-4,https://book.douban.com/subject/37142217/,7.2,,3,他们造这些芯片原本是为了打“怪兽”，我们却用它们来造大脑！,,2025-05-01 17:33:05,[美] 斯蒂芬·威特 / 2024 / 中国财政经济出版社
37173169,预测之书,"请先速览一组“来自未来的好消息”：
·未来，中国东西部的发展将更加均衡，我们在择业、定居时将拥有更多选择；
·未来，许多药物将具备长效机制，用药频率从每天一次降至半年，甚至几年一次，大大简化治疗过程，我们的生命质量将显著提升；
·未来，一周四天工作制可能成为现实，工作将不再占据生活的中心，我们会拥有更多时间用于消费、休闲和学习；
·未来，我们的孩子将接受以“最大化个体价值”为核心的个性化教育，他们会深入了解自己，以最擅长的方式做自己最喜欢的事情，甚至创造一个“只有我干才合理”的新职业；
……
本书汇集了49位来自不同领域的预测者，包括科学家、教育家、经济学家、社会学家、投资人、创业者、媒体人等。每一位预测者都提供了关于未来的独特视角和深刻洞察。
翻开这本书，查收更多其他领域的好消息。",https://dou.img.lithub.cc/book/37173169.jpg,2025-2,https://book.douban.com/subject/37173169/,7,,2,,,2025-01-05 16:20:46,罗振宇（编著） / 2025 / 新星出版社
37070351,真需求,"在这个人人都在谈创新的时代，99%的人其实都在做无用功。为什么？因为不懂什么是“真需求”。
梁宁的这本书，将颠覆你对商业的诸多认知。
这不是一本教你如何成功的书，而是一本告诉你如何本质性思考的书。它会让你明白，为什么你的产品总是卖不动，为什么你的创新总是不被认可，为什么你的团队总是缺乏动力，为什么你一直努力却总在原地。
经过30年的行业沉淀，作为无数商业大成大败的见证者，梁宁用最朴实的语言，讲述最本质的商业真相，给你一个全新的思考框架。
价值—共识—模式，一个极简的框架，让你瞬间看到自己忽视了哪个角落。
书中不仅有理论，更有荡气回肠的产业故事：从丝绸之路到SHEIN的蜕变、中国手机30年崛起，脑白金与瑞幸的秘技……穿越百年的时间长河，穿越所有的案例，你会看到：真需求是一切商业的本源。
这不仅是一本商业书籍，更是一本帮你理解人性、洞察社会的作品。
记住，商业创新不是靠运气，而是靠系统方法。
现在，你可以做出选择：要不要加入那理解“真需求”的1%？
选择权在你手中。",https://dou.img.lithub.cc/book/37070351.jpg,2024-11,https://book.douban.com/subject/37070351/,8.3,,3,字太多,,2025-01-01 14:29:13,梁宁 / 2024 / 新星出版社
26980487,悉达多,"《悉达多》并非是佛陀的故事，它讲述了一个人的一生，千万寻常人亦会经历的一生。
意气风发的少年郎，常认为自己是被命运选中的人。抛下过去，随了跌跌撞撞的步伐，找寻心中的声音，追逐名利，经历友情，品尝爱情。不同的是，悉达多一生追求的是生命的圆融统一，看似宏大，确是每个人无法回 避的问题。
黑塞的语言是充满诗性的，正如本书副题“一首印度的诗”，因不得而知的原因，此副题在前人所出版本中都被回避了。为了尽可能表现黑塞的诗意，我们选择从德文直译，尽管我们的译文不能完全实现这种诗意，但其诗的本性与精神显而易见。
本书地位在前人的版本中已被反复强调——亨利·米勒的最爱；影响了包括电台司令在内的许多名人雅士；在六十年代美国掀起过阅读黑塞的热潮，大学生们人手一册等等。
但如书中成为摆渡人的悉达多所述，智慧无法分享，它可以被发现，被体验。
所以倘若你碰巧遇到了这本小书，请细细品味其中的文字。
愿你在读了悉达多的故事后，也能有所感悟，并开始体验属于自己的人生。",https://dou.img.lithub.cc/book/26980487.jpg,2017-1,https://book.douban.com/subject/26980487/,9.2,,5,求道非道，孤独是真,,2024-12-14 10:01:06,[德] 赫尔曼·黑塞 / 2017 / 天津人民出版社
37077308,学习的挑战,"本书是苹果公司首任教育副总裁约翰·库奇继畅销书《学习的升级》后的最新力作。库奇在书中不仅回顾了自己受乔布斯邀请加入苹果，带领团队开发最具革命性的Lisa计算机，到成为苹果首任教育副总裁的精彩历程，更是对“挑战式学习法”展开深入剖析。
“挑战式学习法”是约翰·库奇在担任苹果公司教育副总裁期间，带领团队开发出的新的教学法，致力于创造协作式学习体验。在这种学习模式中，教师和学生需要共同研究亟待解决的现实问题，提出具体解决方案，并采取真实行动。这种方法不仅适用于学生，也适用于任何希望在快速变化的世界中保持竞争力的个人。
通过“挑战式学习法”，库奇成功带领团队创造出了历史上最具革命性的计算机之一——Lisa，并在担任苹果公司教育副总裁时，拯救了深陷困境中的教育业务，开发出了许多极富影响力的产品和程序。
阅读本书，你不仅可以了解到苹果公司如何将挑战转化为机遇，如何将这种思维方式应用到教育实践中，更能学会如何应用“挑战式学习法”，提高找到问题关键的能力，更精准地找到自己的最佳学习区，从而不断取得突破。主动发起挑战，更好地管理自己的人生。",https://dou.img.lithub.cc/book/37077308.jpg,2024-11,https://book.douban.com/subject/37077308/,0,,2,文不对题，叨叨叨,,2024-12-02 14:13:50,[美] 约翰·库奇 [美] 贾森·汤 / 2024 / 浙江教育出版社
